colony,night,damage
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,1,0
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,1
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
19,2,0
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,1
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,1,0
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,1
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
